survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
1,12,34,64,2,1978,1,1,1,6,4.0,1996.0,120000,1,0,100.0,4,155,110,3,3,3,2,1.0,2,3,2,4,5,1,2,4,3,2,4,3,3,2,3,5,5,1,3,3,3,5.0,4.0,4,2,6,5,7,4,1,3.0,15.0,1.0,3.0,1,1,1,1,270000.0,3,3,1,2,4,1,0,1.0,3,2004.0,1977.0,2004.0,12.0,1.0,2.0,150000.0,1.0,3.0,1.0,1938,3,1,2,1945,3,1,2,2,1,3,2,200000.0,4,4,3,3,4,4,3,3,3,3,3,4,3,3,50,60.0,45,50,30.0,50,50,60,60,6,2015,3,15,8,4,37
1,7,18,39,2,1985,1,1,1,3,4.0,-2.0,40000,1,0,70.0,256,168,128,5,5,5,1,3.0,1,1,1,2,5,1,2,5,2,5,5,4,4,5,5,5,5,1,1,3,1,-1.0,-1.0,1,4,5,4,6,3,1,3.0,10.0,1.0,3.0,1,1,2,2,40000.0,3,2,1,2,2,1,1,2.0,3,2006.0,1984.0,2006.0,4.0,1.0,2.0,40000.0,1.0,3.0,1.0,-2,4,1,2,-2,6,1,15,2,2,4,2,5000.0,2,2,-8,-8,4,4,3,3,2,-8,-8,-8,1,2,80,80.0,80,80,80.0,80,70,80,80,2,2015,3,14,8,4,30
1,1,1,6,2,1968,1,1,1,10,4.0,1983.0,100000,1,0,50.0,6,160,100,4,4,5,2,1.0,2,2,2,4,4,5,1,3,3,4,4,3,3,3,5,5,5,1,3,4,2,7.0,7.0,3,4,5,4,5,3,1,3.0,25.0,1.0,3.0,1,2,2,2,140000.0,2,3,1,2,2,0,0,0.0,3,1993.0,1962.0,1993.0,6.0,1.0,2.0,40000.0,5.0,-1.0,-1.0,1940,4,1,-8,1945,4,1,-8,2,2,3,2,200000.0,4,2,3,3,4,3,2,3,2,2,3,3,1,3,5,5.0,4,5,6.0,5,6,7,8,2,2015,3,9,8,2,47
2,16,46,78,1,1972,1,1,1,4,4.0,1988.0,40000,1,0,200.0,2,170,130,5,5,4,1,1.0,1,1,1,5,4,1,1,5,4,5,5,4,4,5,5,5,5,2,2,3,1,6.0,5.0,1,4,7,5,10,4,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,60000.0,5,3,1,2,2,2,1,3.0,3,2000.0,1970.0,2000.0,4.0,1.0,1.0,20000.0,3.0,-1.0,-1.0,1940,1,1,2,1942,1,1,2,2,2,4,2,100000.0,5,4,5,5,5,4,4,5,4,3,3,3,3,5,88,73.0,90,88,80.0,82,80,78,85,2,2015,3,10,7,2,43
1,21,64,102,2,1967,1,1,1,6,4.0,1985.0,15000,4,1,120.0,4,159,130,5,5,5,5,1.0,3,1,1,4,3,2,1,5,2,3,5,3,3,2,1,5,2,2,3,2,2,2.0,3.0,2,4,5,2,6,3,1,2.0,30.0,1.0,4.0,1,1,1,1,30000.0,2,3,1,1,2,1,0,0.0,3,1992.0,1968.0,1992.0,6.0,1.0,5.0,15000.0,1.0,2.0,1.0,1922,2,1,1,1924,2,1,2,2,1,4,2,17000.0,4,3,-8,-8,5,5,3,4,4,4,-8,4,3,5,90,90.0,90,90,90.0,90,90,90,90,0,2015,3,10,7,2,48
1,4,7,19,1,1972,1,1,1,6,4.0,1990.0,200000,1,0,89.0,4,171,155,1,3,2,2,3.0,1,1,1,1,5,1,1,4,5,5,5,4,3,1,5,5,5,1,3,5,1,7.0,4.0,3,2,5,7,8,5,1,8.0,9.0,-8.0,4.0,2,2,2,2,200000.0,2,3,1,2,2,0,0,0.0,3,2007.0,1972.0,2007.0,12.0,1.0,2.0,0.0,5.0,-1.0,-1.0,1941,6,1,1,1943,8,1,1,3,2,2,3,3000000.0,2,1,2,2,5,2,4,5,2,4,-8,-8,2,2,50,20.0,2,10,10.0,10,10,10,20,6,2015,4,15,10,4,43
2,26,74,114,2,1955,1,1,1,1,-1.0,-1.0,5000,1,0,400.0,8,155,90,4,3,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,1,1,3.0,4.0,3,3,5,4,6,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,2,3,1,2,2,2,1,0.0,3,-1.0,1953.0,-2.0,3.0,1.0,1.0,5000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,-8,1,2,2,1,3,2,20000.0,2,3,3,3,2,3,4,2,3,3,2,2,1,5,-2,-2.0,80,50,60.0,60,50,60,70,5,2015,3,18,8,5,60
2,15,40,71,1,1990,1,1,1,10,4.0,2013.0,50000,1,0,12.0,256,172,124,4,4,4,1,3.0,3,3,2,2,5,1,4,2,4,2,3,3,2,2,2,2,5,1,4,4,4,2.0,3.0,1,2,7,3,9,2,1,3.0,3.0,1.0,2.0,2,2,2,2,50000.0,1,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1953,2,1,2,1960,2,1,2,3,2,2,2,100000.0,4,3,5,3,5,2,2,3,2,4,-8,-8,1,3,70,-2.0,-2,60,60.0,-2,20,85,70,0,2015,3,18,7,5,25
2,22,67,107,1,1960,1,1,4,4,4.0,1975.0,0,4,1,200.0,2,160,115,5,4,5,1,1.0,2,2,1,4,4,3,1,4,3,3,4,4,4,2,4,5,4,1,4,2,3,1.0,3.0,2,2,5,4,6,3,5,-1.0,-1.0,-1.0,-1.0,2,2,2,2,30000.0,3,3,1,2,2,0,0,0.0,3,1990.0,1964.0,1990.0,3.0,1.0,1.0,-1.0,3.0,-1.0,-1.0,-2,2,1,2,-2,2,1,2,2,1,4,2,100000.0,2,2,3,2,4,3,2,3,2,3,2,3,2,3,80,75.0,80,75,80.0,85,85,70,75,6,2015,3,16,7,4,55
1,27,77,117,2,1974,1,0,1,4,4.0,1992.0,17500,1,0,65.0,16,160,128,4,5,5,2,1.0,4,4,1,5,3,1,1,5,3,2,5,4,3,3,2,5,5,2,1,4,2,-1.0,-1.0,2,4,5,3,5,1,1,3.0,20.0,1.0,3.0,1,1,2,2,60000.0,2,3,2,2,2,1,0,1.0,3,1996.0,1974.0,1996.0,10.0,4.0,2.0,40000.0,1.0,3.0,1.0,1934,4,1,1,1938,6,1,13,3,3,4,3,60000.0,1,1,1,1,5,1,1,1,1,1,1,1,1,3,70,70.0,70,30,70.0,70,30,70,70,6,2015,3,18,7,5,41
2,27,80,120,2,1963,1,1,1,4,4.0,-2.0,0,1,0,200.0,6,158,110,5,4,3,1,1.0,1,1,1,3,1,1,1,5,5,5,5,4,5,5,5,5,5,5,2,2,1,7.0,7.0,1,2,5,4,7,5,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-3.0,3,3,1,2,2,1,0,0.0,3,1987.0,1962.0,1987.0,6.0,1.0,1.0,-3.0,5.0,-1.0,-1.0,-2,7,1,2,-2,3,1,15,2,2,4,2,100000.0,2,1,2,1,5,-8,2,3,3,-8,-8,-8,1,3,50,0.0,-2,50,50.0,70,0,0,0,2,2015,3,16,7,4,52
2,15,40,71,2,1960,1,1,4,4,4.0,1977.0,25000,1,0,198.0,4,160,122,3,2,3,5,1.0,4,1,1,5,1,1,1,5,3,1,5,3,4,4,2,5,5,5,3,4,1,5.0,6.0,2,4,2,2,2,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,120000.0,6,3,2,1,2,1,0,0.0,3,1982.0,1956.0,1982.0,4.0,1.0,5.0,26000.0,5.0,-1.0,-1.0,-3,3,1,2,-2,3,1,2,3,2,3,2,40000.0,4,4,4,4,5,5,3,3,2,2,2,4,2,3,60,70.0,80,70,80.0,90,70,60,70,5,2015,3,14,7,4,55
1,4,7,20,1,1953,1,1,1,3,2.0,-1.0,24000,1,0,10.0,256,175,140,3,3,5,1,3.0,1,1,1,4,1,1,1,5,3,5,5,5,5,5,5,5,5,5,1,3,1,-1.0,-1.0,1,4,5,5,5,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,24000.0,2,1,1,2,2,1,0,0.0,3,1979.0,1955.0,1979.0,3.0,1.0,1.0,0.0,5.0,-1.0,-1.0,1913,2,1,1,1931,1,1,2,3,2,3,2,30000.0,5,4,-8,-8,3,4,3,-8,5,-8,-8,-8,4,1,60,80.0,80,70,70.0,80,80,70,70,5,2015,4,15,10,4,62
2,15,42,73,2,1932,1,1,1,1,-1.0,-1.0,0,1,0,270.0,8,158,90,3,3,3,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,5,5,5,5,5,5,4,4,1,1.0,1.0,1,3,4,3,6,2,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,200000.0,4,3,1,2,2,2,1,0.0,3,-2.0,1933.0,-2.0,4.0,4.0,1.0,18000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,3,2,-3.0,4,4,4,4,4,-8,-8,3,3,-8,-8,-8,2,5,80,80.0,-2,-2,-2.0,-2,-2,-2,70,1,2015,3,17,7,4,83
1,21,64,102,2,1997,1,1,1,6,1.0,2013.0,0,2,0,103.0,16,161,80,4,5,5,2,1.0,2,3,1,4,5,3,2,5,4,1,5,4,4,2,5,5,5,2,2,4,4,6.0,5.0,1,4,3,1,4,3,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,9000.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1969,3,1,5,1965,3,1,5,3,2,3,2,10000.0,2,2,2,2,5,3,2,4,2,2,-8,3,1,3,80,80.0,60,60,70.0,60,60,30,80,5,2015,3,16,7,4,18
2,22,65,104,2,1953,8,1,1,3,2.0,-1.0,10000,1,0,50.0,2,162,120,3,3,4,1,1.0,3,2,4,5,1,1,1,4,2,3,4,4,2,1,1,3,3,5,5,4,2,2.0,4.0,2,4,5,5,5,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,10000.0,2,3,3,2,2,1,1,0.0,3,1973.0,1950.0,1973.0,3.0,1.0,1.0,10000.0,2.0,-1.0,-1.0,-2,-8,1,16,-2,-8,1,2,2,2,4,2,10000.0,5,5,5,4,5,3,3,4,3,5,-8,3,1,5,80,60.0,50,80,60.0,70,70,60,80,2,2015,3,11,7,2,62
1,15,40,71,2,1974,1,1,1,10,4.0,1997.0,50000,1,0,94.0,4,160,96,5,4,5,5,1.0,4,4,4,5,5,1,1,3,2,2,5,4,3,1,1,5,3,1,3,5,4,1.0,2.0,3,3,3,2,3,2,1,3.0,18.0,1.0,3.0,1,1,2,2,120000.0,3,3,1,1,2,0,1,1.0,3,2008.0,1971.0,2008.0,10.0,1.0,5.0,70000.0,1.0,3.0,1.0,-2,3,1,5,-2,3,1,15,2,1,4,2,100000.0,4,3,3,3,4,4,3,5,3,3,3,4,3,5,60,60.0,60,70,60.0,50,60,70,70,6,2015,3,19,7,5,41
1,10,27,50,2,1987,1,1,1,4,4.0,-2.0,15000,1,0,400.0,32,170,130,5,5,4,1,2.0,3,2,4,4,2,1,1,4,3,3,3,4,4,1,3,5,5,4,2,5,4,3.0,3.0,5,5,4,2,6,2,1,2.0,3.0,1.0,1.0,1,1,2,2,60000.0,5,2,2,2,2,1,0,1.0,3,2007.0,1985.0,2007.0,4.0,1.0,1.0,15000.0,1.0,5.0,2.0,1965,4,1,9,1965,4,1,9,2,1,5,3,50000.0,5,3,4,4,4,5,4,1,3,4,-8,-8,1,5,60,60.0,50,50,60.0,50,70,60,60,1,2015,3,9,7,2,28
2,5,8,24,1,1977,1,1,1,4,4.0,1994.0,60000,1,0,72.0,2,166,138,5,5,5,1,1.0,1,1,1,4,1,1,1,5,3,5,5,4,4,5,5,5,5,5,4,4,1,1.0,1.0,1,4,1,1,1,1,2,-1.0,-1.0,-1.0,-1.0,1,2,2,2,60000.0,3,3,1,2,2,1,0,1.0,3,2000.0,1979.0,2000.0,3.0,1.0,1.0,0.0,6.0,-1.0,-1.0,1951,4,1,3,1955,3,1,15,2,2,4,2,150000.0,4,4,4,4,4,-8,2,4,4,-8,-8,-8,1,5,70,70.0,80,60,80.0,80,60,80,70,3,2015,3,10,8,2,38
2,11,30,53,1,1992,1,1,1,4,4.0,2007.0,20000,1,0,100.0,16,175,150,4,5,5,1,1.0,1,1,1,4,4,2,2,5,3,3,5,3,3,5,3,5,5,1,3,3,3,3.0,3.0,1,1,3,3,5,3,1,3.0,5.0,1.0,3.0,1,1,2,2,50000.0,3,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1959,4,1,2,1965,1,1,2,2,1,4,2,36000.0,3,3,3,3,4,3,2,4,3,3,3,3,1,3,60,70.0,80,80,80.0,70,70,80,80,6,2015,3,9,7,2,23
1,11,30,53,1,1985,1,1,1,4,4.0,1999.0,50000,1,0,95.0,6,175,160,5,5,5,1,1.0,3,1,1,4,5,5,1,5,5,4,5,2,1,2,3,5,5,1,4,4,2,1.0,1.0,6,2,5,5,7,7,1,6.0,16.0,1.0,2.0,1,2,2,2,60000.0,2,3,1,1,2,0,0,0.0,3,2008.0,1986.0,2008.0,7.0,1.0,1.0,10000.0,5.0,-1.0,-1.0,1959,6,2,7,1962,6,2,15,2,3,5,2,100000.0,4,3,3,3,4,3,2,3,3,4,-8,4,1,4,40,30.0,10,50,50.0,50,30,50,50,4,2015,3,18,7,5,30
1,12,32,57,2,1985,1,1,1,9,1.0,2004.0,24000,1,0,100.0,128,156,110,4,5,5,1,3.0,3,3,2,3,5,4,2,4,3,3,4,3,4,2,4,5,4,1,3,4,3,5.0,4.0,3,2,3,1,5,2,1,3.0,11.0,1.0,2.0,1,2,1,1,90000.0,4,2,1,2,2,0,0,0.0,2,-1.0,1985.0,-1.0,5.0,1.0,1.0,50000.0,1.0,3.0,1.0,1963,6,1,3,1962,4,1,2,3,1,4,3,36000.0,3,3,3,3,4,4,3,3,3,4,-8,3,1,4,70,60.0,65,60,75.0,70,65,75,75,5,2015,3,10,7,2,30
1,1,1,5,1,1937,1,1,1,12,4.0,1963.0,70000,4,1,55.0,2,178,136,3,4,4,2,1.0,4,3,4,5,5,4,1,5,2,1,5,3,3,2,4,5,4,1,3,3,4,4.0,3.0,1,3,6,6,6,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,150000.0,2,4,1,2,4,2,0,2.0,3,1962.0,1937.0,1962.0,12.0,1.0,2.0,70000.0,5.0,-1.0,-1.0,-2,6,1,9,-2,3,1,9,1,2,3,2,-3.0,3,3,3,3,4,3,3,3,3,3,-8,3,2,3,70,70.0,70,60,70.0,60,70,70,70,3,2015,3,15,9,4,78
1,1,1,1,1,1925,1,1,1,7,4.0,1943.0,15000,4,1,47.0,2,160,140,3,4,4,2,1.0,2,1,3,5,1,1,1,5,4,5,5,4,4,4,5,5,5,5,2,5,2,6.0,6.0,2,4,6,6,6,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,190000.0,2,4,1,2,2,1,1,0.0,3,1959.0,1934.0,1959.0,4.0,1.0,2.0,40000.0,5.0,-1.0,-1.0,1905,2,1,2,1906,1,1,12,1,2,4,2,150000.0,4,3,3,3,4,4,3,4,3,3,-8,3,2,3,70,70.0,50,50,60.0,60,70,70,70,1,2015,3,9,9,2,90
2,5,8,24,2,1985,1,1,1,3,4.0,2000.0,0,1,0,60.0,4,160,130,5,5,5,1,1.0,2,2,2,4,3,2,1,4,2,4,4,4,3,2,4,4,4,3,3,4,2,2.0,2.0,2,2,5,8,8,4,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,10000.0,3,3,1,1,2,1,0,1.0,3,2005.0,1985.0,2005.0,3.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,-2,3,1,2,1962,3,1,15,2,2,4,2,40000.0,2,2,2,2,3,2,2,3,3,-8,-8,-8,1,3,60,60.0,70,60,60.0,60,60,60,60,2,2015,3,9,8,2,30
1,28,81,123,2,1968,1,1,1,4,4.0,1983.0,0,1,0,89.0,2,158,140,4,4,4,1,2.0,1,2,1,5,1,2,1,4,3,5,5,4,4,3,2,5,5,5,4,4,1,1.0,2.0,6,2,3,2,4,1,5,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,1,3,1,2,2,0,1,0.0,3,1988.0,1965.0,1988.0,4.0,1.0,1.0,20000.0,1.0,3.0,1.0,1933,3,1,2,1935,1,1,2,2,1,4,2,40000.0,4,3,3,3,4,3,2,3,2,2,2,2,1,4,60,50.0,60,60,40.0,30,50,60,70,5,2015,3,11,8,2,47
1,19,57,93,2,1948,1,1,1,3,2.0,-1.0,10000,1,0,35.0,32,158,107,3,4,4,4,1.0,2,1,3,5,1,1,1,5,1,3,4,3,1,1,1,5,5,5,5,5,1,1.0,1.0,6,4,5,3,6,2,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,2,3,0,2,2,0,2,0.0,3,1967.0,1938.0,1967.0,10.0,1.0,5.0,20000.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,4,2,20000.0,5,4,5,3,5,-8,3,-8,-8,5,-8,-8,1,5,99,100.0,80,70,90.0,100,100,-2,-2,3,2015,3,19,7,5,67
1,15,40,71,2,1983,1,1,1,11,4.0,2008.0,50000,1,0,85.0,6,163,120,5,5,5,2,3.0,2,2,2,4,5,3,1,3,2,4,4,3,3,2,2,4,5,1,3,3,2,4.0,3.0,2,4,4,5,4,5,1,3.0,14.0,1.0,3.0,1,1,2,2,100000.0,2,3,1,2,4,0,1,1.0,3,2007.0,1979.0,2007.0,6.0,1.0,2.0,50000.0,1.0,3.0,1.0,1955,6,1,1,1958,4,1,1,2,2,3,2,70000.0,4,4,4,4,5,5,4,4,4,3,-8,3,3,2,90,90.0,85,90,85.0,85,90,80,80,0,2015,3,11,7,2,32
2,23,68,108,2,1991,1,1,3,5,4.0,2007.0,12000,2,0,24.0,16,166,102,1,5,5,2,3.0,2,3,1,4,5,1,3,4,3,4,5,4,3,2,5,5,4,1,1,4,2,-1.0,-1.0,3,1,5,1,8,4,1,3.0,8.0,1.0,3.0,1,1,2,2,63000.0,4,3,1,2,2,0,0,0.0,2,2015.0,1987.0,-1.0,4.0,2.0,1.0,20000.0,1.0,3.0,1.0,1967,4,1,3,1967,3,1,5,2,2,4,4,40000.0,4,4,3,4,5,3,2,4,5,4,4,4,2,2,60,60.0,60,50,50.0,50,50,50,40,2,2015,3,7,7,1,24
2,22,67,107,2,1942,8,1,1,1,-1.0,-1.0,0,1,0,45.0,8,155,80,2,2,3,1,1.0,1,1,1,4,1,1,1,5,4,5,5,4,4,5,-8,-8,4,5,3,3,1,1.0,6.0,1,4,3,3,3,3,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,5000.0,2,1,2,2,2,1,2,0.0,7,1958.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,3,4,2,30000.0,5,4,5,4,5,-8,3,-8,-8,-8,-8,-8,2,5,80,70.0,80,70,60.0,80,70,70,80,1,2015,3,13,7,3,73
2,6,14,30,2,1965,1,1,1,4,2.0,1979.0,0,1,0,120.0,2,165,150,3,4,4,1,1.0,1,1,1,3,1,1,1,5,3,5,5,4,3,5,5,5,5,5,3,2,1,3.0,3.0,1,2,6,5,7,5,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000.0,3,3,1,2,2,0,1,0.0,3,1985.0,1963.0,1985.0,4.0,1.0,1.0,10000.0,3.0,-1.0,-1.0,1933,14,4,1,-2,1,1,15,2,1,3,2,-2.0,4,3,3,3,4,3,3,4,3,-8,-8,-8,2,4,90,90.0,90,90,90.0,90,90,90,90,4,2015,3,14,8,4,50
1,27,78,118,2,1996,1,1,1,12,1.0,2014.0,0,2,0,55.0,16,162,110,4,4,4,5,1.0,1,2,1,3,5,1,3,4,3,4,5,4,3,2,3,5,5,1,2,4,5,6.0,3.0,2,2,4,4,6,4,6,-1.0,-1.0,-1.0,-1.0,1,2,2,2,60000.0,3,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1970,4,1,1,1971,4,1,1,2,2,4,2,100000.0,3,3,-8,-8,4,-8,4,4,3,-8,-8,4,3,2,65,60.0,60,60,55.0,55,60,60,55,0,2015,3,17,8,4,19
1,18,54,88,1,1990,1,1,3,10,4.0,2012.0,0,2,0,80.0,16,169,123,4,5,5,1,2.0,4,2,2,5,4,1,1,5,4,2,5,2,2,1,2,5,5,1,2,4,4,7.0,1.0,1,3,3,1,7,1,1,3.0,3.0,1.0,3.0,1,2,2,2,-3.0,4,3,2,2,2,1,1,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1961,6,4,2,1972,4,4,2,2,1,3,2,30000.0,3,3,3,3,4,1,3,5,4,4,3,3,3,2,60,50.0,80,50,50.0,50,50,70,70,0,2015,3,13,7,3,25
2,6,13,29,1,1942,1,1,2,3,2.0,-1.0,5000,1,0,330.0,8,150,110,2,4,4,1,1.0,1,1,1,4,1,1,1,5,2,5,5,4,2,5,5,5,5,5,3,3,1,1.0,2.0,2,3,5,4,5,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,50000.0,2,2,1,2,2,3,1,0.0,3,1962.0,1942.0,1962.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1917,1,1,2,1919,1,1,2,2,2,3,2,10000.0,5,4,4,3,4,-8,3,4,3,4,-8,-8,2,5,80,80.0,80,70,70.0,70,80,80,70,3,2015,3,16,8,4,73
1,10,24,46,2,1987,1,1,1,4,4.0,2003.0,0,1,0,98.5,4,170,145,5,5,5,1,1.0,1,1,1,5,1,1,1,5,5,5,5,5,5,1,5,5,4,5,4,4,1,3.0,1.0,1,2,5,5,5,5,5,-1.0,-1.0,-1.0,-1.0,-8,2,2,2,30000.0,3,3,1,2,2,1,0,1.0,3,2013.0,1989.0,2013.0,4.0,1.0,1.0,30000.0,1.0,3.0,1.0,1965,4,1,2,1961,4,1,2,2,2,5,3,200000.0,3,3,3,3,5,5,3,3,3,3,-8,-8,3,5,80,80.0,100,100,100.0,100,100,100,100,0,2015,3,16,7,4,28
1,4,7,19,2,1985,1,1,1,12,4.0,2007.0,84000,1,0,70.0,256,157,96,2,4,3,2,4.0,2,1,4,2,4,4,3,3,4,4,5,4,3,4,3,5,5,1,2,2,4,3.0,4.0,1,2,4,6,6,5,1,3.0,8.0,1.0,3.0,1,1,1,1,86000.0,1,3,-1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1957,10,1,1,1958,10,1,1,2,2,5,2,240000.0,4,4,4,4,4,4,3,5,4,5,3,4,1,4,50,40.0,10,40,60.0,50,30,60,50,5,2015,4,10,10,2,30
1,31,88,133,1,1988,1,0,9,4,4.0,2004.0,60000,1,0,45.0,2,159,90,5,4,4,1,3.0,1,1,4,2,5,1,1,5,4,4,5,4,4,3,5,5,1,1,2,2,1,7.0,2.0,1,4,2,1,4,1,1,5.0,8.0,1.0,2.0,1,1,2,2,60000.0,3,2,1,2,2,1,0,1.0,3,2010.0,1988.0,2010.0,4.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1965,4,1,2,1965,3,1,2,2,1,5,2,100000.0,4,2,3,3,4,4,3,5,3,4,5,-8,2,2,100,-2.0,-2,100,-2.0,70,100,-2,100,2,2015,3,20,8,5,27
2,5,9,25,2,1993,1,1,2,4,4.0,2004.0,15000,1,0,300.0,2,158,87,4,4,4,2,1.0,1,1,1,5,5,4,1,4,4,5,4,4,3,3,3,3,3,2,2,3,2,5.0,5.0,1,4,5,4,6,4,3,-1.0,-1.0,-1.0,-1.0,2,2,2,2,40000.0,2,3,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1958,5,1,2,1960,1,1,2,3,2,3,3,70000.0,3,2,2,2,4,4,3,4,2,2,2,2,1,3,60,70.0,60,60,60.0,60,69,60,60,3,2015,3,9,8,2,22
2,8,19,41,2,1951,4,0,4,1,-1.0,-1.0,4000,1,0,667.0,2,170,140,4,4,2,2,2.0,1,1,3,3,1,1,2,5,3,5,5,4,5,5,5,5,4,5,1,3,1,-1.0,-1.0,1,5,5,1,5,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,20000.0,2,4,1,2,2,2,3,0.0,3,1972.0,1950.0,1972.0,3.0,1.0,2.0,16000.0,3.0,-1.0,-1.0,-2,1,1,2,1943,1,1,2,1,1,3,2,5000.0,3,3,3,3,4,-8,2,-8,4,3,4,3,2,5,70,80.0,0,50,100.0,60,100,0,100,6,2015,3,18,8,5,64
1,4,7,15,2,1965,1,0,4,6,4.0,1983.0,100000,1,0,40.0,256,165,100,4,4,3,1,3.0,2,2,3,2,5,5,3,5,3,1,4,4,3,3,4,5,5,1,3,2,5,4.0,4.0,1,3,7,2,8,1,1,2.0,23.0,1.0,2.0,1,1,2,1,100000.0,3,4,2,1,2,1,0,0.0,3,1994.0,1968.0,1994.0,6.0,4.0,1.0,-3.0,1.0,2.0,1.0,-3,-8,-8,2,-2,1,1,2,1,1,3,3,2000000.0,5,3,5,5,2,3,2,3,2,2,4,3,1,3,60,50.0,0,0,60.0,60,60,60,60,5,2015,4,18,10,5,50
2,8,19,41,2,1986,4,0,2,1,-1.0,-1.0,3000,1,0,110.0,16,163,120,5,4,3,1,1.0,1,1,1,3,1,1,4,5,4,5,5,5,5,5,4,5,5,5,4,3,1,2.0,7.0,1,5,2,4,6,2,2,-1.0,-1.0,-1.0,-1.0,1,2,2,2,70000.0,5,2,1,2,2,1,2,3.0,3,2011.0,1983.0,2011.0,3.0,1.0,1.0,45000.0,1.0,5.0,1.0,1955,3,1,3,1963,1,1,15,2,1,5,2,60000.0,4,3,3,3,4,2,1,1,2,3,5,3,1,4,70,70.0,50,60,40.0,30,20,60,80,6,2015,3,17,8,4,29
1,4,7,21,1,1938,3,1,1,8,3.0,1965.0,60000,4,1,70.0,8,167,146,3,5,5,5,3.0,3,1,5,5,1,1,1,5,5,5,5,4,4,1,1,5,5,5,2,5,2,7.0,6.0,1,4,3,3,3,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,2,-8,1,2,2,1,1,0.0,4,1962.0,1938.0,2000.0,8.0,1.0,5.0,50000.0,5.0,-1.0,-1.0,-2,-8,1,1,-2,1,1,15,2,2,4,1,-2.0,-8,-8,-8,-8,5,3,-8,3,-8,-8,-8,5,-8,1,90,80.0,80,70,-2.0,70,-2,90,80,1,2015,3,14,9,4,77
